vertices,edges,avg_dynamic_iterations,avg_re_matroid_iterations,avg_dynamic_time,avg_re_matroid_time,avg_re_edmonds_time
100,1102,2.0,2.0,0.024,0.036,0.029
200,2169,2.0,15.0,0.057,0.557,0.53
300,3341,2.333,9.0,0.109,0.576,0.348
400,4438,2.0,13.667,0.113,1.156,0.237
500,5570,2.0,15.333,0.166,1.85,1.597
600,6641,2.0,4.0,0.2,0.593,5.818
700,7824,2.333,4.0,0.313,0.719,0.275
800,8827,2.0,19.0,0.303,4.399,1.381
900,9618,2.0,19.0,0.317,4.386,1.384
1000,11025,2.0,7.0,0.382,1.899,0.276
