vertices,edges,avg_dynamic_iterations,avg_re_matroid_iterations,avg_dynamic_time,avg_re_matroid_time,avg_re_edmonds_time
100,2078,2.333,7.667,0.047,0.24,0.125
200,4080,2.0,7.0,0.093,0.476,0.3
300,6292,1.667,21.0,0.135,2.718,1.265
400,8350,2.0,10.0,0.252,1.746,1.834
500,10359,2.0,23.667,0.308,5.614,2.115
600,12507,3.333,9.0,0.904,3.225,0.51
700,14731,2.0,13.0,0.453,4.358,4.056
800,16717,1.667,8.0,0.416,3.235,0.535
900,18829,2.0,6.0,0.7,2.974,5.591
1000,21289,2.0,20.0,0.822,11.461,7.749
