vertices,edges,avg_dynamic_iterations,avg_re_matroid_iterations,avg_dynamic_time,avg_re_matroid_time,avg_re_edmonds_time
100,1102,5.0,4.0,0.028,0.027,0.031
200,2169,3.667,15.0,0.051,0.253,0.579
300,3341,5.333,8.0,0.146,0.269,0.271
400,4438,3.0,13.0,0.094,0.543,0.285
500,5570,4.333,17.0,0.223,1.181,1.728
600,6641,5.333,5.667,0.297,0.412,6.195
700,7824,4.667,4.0,0.352,0.385,0.307
800,8827,7.667,21.667,0.991,2.964,1.646
900,9618,4.0,18.333,0.409,2.53,1.352
1000,11025,5.333,7.0,0.657,1.135,0.276
