vertices,edges,avg_dynamic_iterations,avg_re_matroid_iterations,avg_dynamic_time,avg_re_matroid_time,avg_re_edmonds_time
50,1950,1.667,6.333,0.011,0.07,0.15
100,7981,1.667,1.0,0.06,0.156,0.183
150,17977,1.667,10.0,0.149,1.369,3.101
200,31914,1.0,12.0,0.131,3.354,10.469
250,49824,1.0,10.0,0.194,4.2,1.178
300,71739,1.667,5.333,0.698,3.33,7.235
350,97645,1.0,10.0,0.614,11.783,24.235
400,127755,1.0,7.0,0.636,9.39,4.22
450,161833,1.0,14.0,0.925,28.281,73.569
500,199586,1.0,14.0,1.25,40.339,145.878
