vertices,edges,avg_dynamic_iterations,avg_re_matroid_iterations,avg_dynamic_time,avg_re_matroid_time,avg_re_edmonds_time
100,2078,5.0,7.0,0.138,0.209,0.093
200,4080,7.0,7.0,0.451,0.473,0.294
300,6292,5.667,22.0,0.707,2.752,1.745
400,8350,4.0,10.0,0.611,1.812,2.085
500,10359,5.0,20.0,1.196,5.938,3.292
600,12507,4.0,7.0,1.168,2.192,0.553
700,14731,4.667,13.0,1.492,4.597,4.71
800,16717,5.0,7.0,1.755,2.759,0.478
900,18829,4.667,6.0,1.954,2.875,5.393
1000,21289,5.333,17.667,2.603,10.017,8.251
