vertices,edges,avg_dynamic_iterations,avg_re_matroid_iterations,avg_dynamic_time,avg_re_matroid_time,avg_re_edmonds_time
100,1102,5.0,4.0,0.076,0.065,0.033
200,2169,3.667,15.0,0.122,0.568,0.564
300,3341,5.333,8.0,0.3,0.505,0.255
400,4438,3.0,13.0,0.207,1.121,0.263
500,5570,4.333,17.0,0.661,2.958,2.701
600,6641,5.333,5.667,0.752,0.863,6.422
700,7824,4.667,4.0,0.746,0.707,0.332
800,8827,7.667,21.667,1.723,4.817,1.924
900,9618,4.0,18.333,0.777,4.19,1.339
1000,11025,5.333,7.0,1.296,1.857,0.287
