vertices,edges,greedy,iterations,matroid,edmonds,avg_edmonds_time,avg_matroid_time
100,5113,2499,12,1967,1967,0.227,0.899
200,10187,4017,3,3997,3997,1.17,0.556
300,15216,6019,13,5683,5683,0.387,3.814
400,20506,,4,7550,7550,4.5,1.687
500,25614,,24,9296,9296,12.854,13.923
600,30481,13196,18,12634,12634,11.844,12.399
700,35527,,27,12625,12625,14.345,22.237
800,40619,,17,15220,15220,47.604,17.614
900,46054,,23,17210,17210,18.471,25.881
1000,50962,,22,19301,19301,12.479,26.464
