vertices,edges,avg_dynamic_iterations,avg_re_matroid_iterations,avg_dynamic_time,avg_re_matroid_time,avg_re_edmonds_time
100,1102,2.0,2.0,0.01,0.014,0.029
200,2169,2.0,15.0,0.027,0.252,0.574
300,3341,2.333,9.0,0.063,0.301,0.375
400,4438,2.0,13.667,0.06,0.576,0.262
500,5570,2.0,15.333,0.101,1.09,1.72
600,6641,2.0,4.0,0.111,0.322,6.166
700,7824,2.333,4.0,0.176,0.413,0.282
800,8827,2.0,19.0,0.2,2.543,1.355
900,9618,2.0,19.0,0.184,2.62,1.381
1000,11025,2.0,7.0,0.231,1.154,0.283
