vertices,edges,avg_dynamic_iterations,avg_re_matroid_iterations,avg_dynamic_time,avg_re_matroid_time,avg_re_edmonds_time
50,516,1.667,8.0,0.007,0.055,0.049
100,2029,2.0,4.333,0.039,0.143,0.062
150,4604,4.0,9.0,0.272,0.678,1.155
200,8039,2.667,11.0,0.296,1.561,0.519
250,12633,1.333,7.0,0.127,1.584,2.76
300,18212,2.0,4.0,0.502,1.416,0.581
350,24878,2.0,18.333,0.704,8.91,5.093
400,32032,2.667,7.667,1.444,5.347,10.791
450,40742,1.667,5.667,0.907,4.84,0.996
500,50775,2.0,33.0,1.728,36.875,37.262
